ticker,name,exchange,currency,price,market_cap_usd,dollar_volume_usd,first_trade,fifty_two_week_high,pulled,source
NVDA,NVIDIA Corporation,NMS,USD,228.45,5516382175232.0,31283844081.0,1999-01-22,236.54,2026-09-04,Yahoo Finance screener via yfinance
AAPL,Apple Inc.,NMS,USD,328.21,4789955985408.0,17948205204.0,1980-12-12,344.57,2026-09-04,Yahoo Finance screener via yfinance
GOOGL,Alphabet Inc.,NMS,USD,342.48,4188508258304.0,10440532938.0,2004-08-19,408.61,2026-09-04,Yahoo Finance screener via yfinance
MSFT,Microsoft Corporation,NMS,USD,510.12,3787919458304.0,18921819435.0,1986-03-13,553.72,2026-09-04,Yahoo Finance screener via yfinance
AMZN,"Amazon.com, Inc.",NMS,USD,258.9,2792576516096.0,12573731445.0,1997-05-15,287.2,2026-09-04,Yahoo Finance screener via yfinance
TSM,Taiwan Semiconductor Manufacturing Company Limited,NYQ,USD,417.01,2162811600896.0,5498076685.0,1997-10-09,479.0,2026-09-04,Yahoo Finance screener via yfinance
AVGO,Broadcom Inc.,NMS,USD,357.16,1699217408000.0,8677890447.0,2009-08-06,495.0,2026-09-04,Yahoo Finance screener via yfinance
META,"Meta Platforms, Inc.",NMS,USD,610.68,1555711000576.0,11022157824.0,2012-05-18,790.8,2026-09-04,Yahoo Finance screener via yfinance
TSLA,"Tesla, Inc.",NMS,USD,376.365,1486471430144.0,15601628838.0,2010-06-29,498.83,2026-09-04,Yahoo Finance screener via yfinance
MU,"Micron Technology, Inc.",NMS,USD,958.16,1082139344896.0,42352951463.0,1984-06-01,1255.0,2026-09-04,Yahoo Finance screener via yfinance
LLY,Eli Lilly and Company,NYQ,USD,1159.6,1034063249408.0,3326920230.0,1972-06-01,1292.65,2026-09-04,Yahoo Finance screener via yfinance
JPM,JPMorgan Chase & Co.,NYQ,USD,362.06,962422898688.0,2994521141.0,1980-03-17,366.5,2026-09-04,Yahoo Finance screener via yfinance
WMT,Walmart Inc.,NMS,USD,108.42,862814928896.0,2663721215.0,1972-08-25,135.16,2026-09-04,Yahoo Finance screener via yfinance
AMD,"Advanced Micro Devices, Inc.",NMS,USD,456.16,744669773824.0,12229524156.0,1980-03-17,584.73,2026-09-04,Yahoo Finance screener via yfinance
V,Visa Inc.,NYQ,USD,378.75,707144187904.0,2947131772.0,2008-03-19,385.57,2026-09-04,Yahoo Finance screener via yfinance
JNJ,Johnson & Johnson,NYQ,USD,278.43,670988042240.0,2194368641.0,1962-01-02,281.07,2026-09-04,Yahoo Finance screener via yfinance
XOM,ExxonMobil Holdings Corporation,NYQ,USD,162.21,666993295360.0,2532902337.0,1962-01-02,176.41,2026-09-04,Yahoo Finance screener via yfinance
ASML,ASML Holding N.V.,NMS,USD,1646.19,632301551616.0,3012484899.0,1995-03-15,1999.96,2026-09-04,Yahoo Finance screener via yfinance
MA,Mastercard Incorporated,NYQ,USD,585.71,513087799296.0,1970259912.0,2006-05-25,601.62,2026-09-04,Yahoo Finance screener via yfinance
INTC,Intel Corporation,NMS,USD,91.67,484577247232.0,10495249623.0,1980-03-17,142.35,2026-09-04,Yahoo Finance screener via yfinance
ABBV,AbbVie Inc.,NYQ,USD,260.21,459821580288.0,1682752309.0,2013-01-02,267.47,2026-09-04,Yahoo Finance screener via yfinance
ORCL,Oracle Corporation,NYQ,USD,154.04,443707752448.0,4849770406.0,1986-03-12,345.72,2026-09-04,Yahoo Finance screener via yfinance
BAC,Bank of America Corporation,NYQ,USD,63.04,440822890496.0,2059580407.0,1973-02-21,65.23,2026-09-04,Yahoo Finance screener via yfinance
PLTR,Palantir Technologies Inc.,NMS,USD,182.53,438630252544.0,7490630729.0,2020-09-30,207.52,2026-09-04,Yahoo Finance screener via yfinance
CSCO,"Cisco Systems, Inc.",NMS,USD,108.61,428204359680.0,2416043461.0,1990-02-16,130.37,2026-09-04,Yahoo Finance screener via yfinance
CVX,Chevron Corporation,NYQ,USD,211.32,414526013440.0,1795516304.0,1962-01-02,214.71,2026-09-04,Yahoo Finance screener via yfinance
COST,Costco Wholesale Corporation,NMS,USD,925.41,410399703040.0,2021176876.0,1986-07-09,1096.5,2026-09-04,Yahoo Finance screener via yfinance
KO,The Coca-Cola Company,NYQ,USD,88.81,382109351936.0,1564143745.0,1962-01-02,92.49,2026-09-04,Yahoo Finance screener via yfinance
MRK,"Merck & Co., Inc.",NYQ,USD,152.34,375848894464.0,1643031536.0,1962-01-02,156.92,2026-09-04,Yahoo Finance screener via yfinance
CAT,Caterpillar Inc.,NYQ,USD,800.14,367804252160.0,2555820790.0,1962-01-02,1073.46,2026-09-04,Yahoo Finance screener via yfinance
LRCX,Lam Research Corporation,NMS,USD,292.66,366211596288.0,3316627397.0,1984-05-04,438.5,2026-09-04,Yahoo Finance screener via yfinance
HSBC,HSBC Holdings plc,NYQ,USD,106.46,364732678144.0,144475056.0,1999-07-16,107.92,2026-09-04,Yahoo Finance screener via yfinance
UNH,UnitedHealth Group Incorporated,NYQ,USD,400.94,359881670656.0,2178497466.0,1984-10-17,461.62,2026-09-04,Yahoo Finance screener via yfinance
AMAT,"Applied Materials, Inc.",NMS,USD,435.91,345937051648.0,4125788327.0,1980-03-17,739.67,2026-09-04,Yahoo Finance screener via yfinance
NFLX,"Netflix, Inc.",NMS,USD,82.67,344232886272.0,3452289528.0,2002-05-23,126.71,2026-09-04,Yahoo Finance screener via yfinance
PG,The Procter & Gamble Company,NYQ,USD,146.92,341247033344.0,1333151786.0,1962-01-02,167.25,2026-09-04,Yahoo Finance screener via yfinance
MS,Morgan Stanley,NYQ,USD,217.15,341048459264.0,1169917991.0,1993-02-23,232.25,2026-09-04,Yahoo Finance screener via yfinance
DELL,Dell Technologies Inc.,NYQ,USD,516.39,333661470720.0,3843752063.0,2016-08-17,530.78,2026-09-04,Yahoo Finance screener via yfinance
HD,"The Home Depot, Inc.",NYQ,USD,318.07,317335142400.0,1348949183.0,1981-09-22,426.75,2026-09-04,Yahoo Finance screener via yfinance
NVS,Novartis AG,NYQ,USD,163.09,309987573760.0,314926464.0,1996-11-07,170.46,2026-09-04,Yahoo Finance screener via yfinance
GS,"The Goldman Sachs Group, Inc.",NYQ,USD,1037.93,302215528448.0,2152446779.0,1999-05-04,1153.99,2026-09-04,Yahoo Finance screener via yfinance
RY.TO,Royal Bank of Canada,TOR,CAD,292.37,293512687182.0,675670792.0,1995-01-12,306.38,2026-09-04,Yahoo Finance screener via yfinance
PM,Philip Morris International Inc.,NYQ,USD,186.17,290167062528.0,924336843.0,2008-03-17,207.76,2026-09-04,Yahoo Finance screener via yfinance
BABA,Alibaba Group Holding Limited,NYQ,USD,111.81,277917564928.0,1422044639.0,2014-09-19,192.67,2026-09-04,Yahoo Finance screener via yfinance
RTX,RTX Corporation,NYQ,USD,202.13,272422354944.0,1000951803.0,1962-04-02,226.88,2026-09-04,Yahoo Finance screener via yfinance
MUFG,"Mitsubishi UFJ Financial Group, Inc.",NYQ,USD,24.13,271601598464.0,75403523.0,2001-04-02,24.26,2026-09-04,Yahoo Finance screener via yfinance
PANW,"Palo Alto Networks, Inc.",NMS,USD,331.94,270531100672.0,2254368850.0,2012-07-20,398.88,2026-09-04,Yahoo Finance screener via yfinance
WFC,Wells Fargo & Company,NYQ,USD,89.19,269710491648.0,1314218396.0,1972-06-01,97.76,2026-09-04,Yahoo Finance screener via yfinance
AZN,AstraZeneca PLC,NYQ,USD,164.77,255541116928.0,511449375.0,1993-05-12,212.71,2026-09-04,Yahoo Finance screener via yfinance
SHEL,Shell plc,NYQ,USD,92.33,253975707648.0,588928013.0,1984-03-12,94.9,2026-09-04,Yahoo Finance screener via yfinance
SAP,SAP SE,NYQ,USD,217.03,250496958464.0,618441309.0,1995-09-18,281.37,2026-09-04,Yahoo Finance screener via yfinance
ANET,"Arista Networks, Inc.",NYQ,USD,191.44,241448861696.0,1442923674.0,2014-06-06,214.89,2026-09-04,Yahoo Finance screener via yfinance
AMGN,Amgen Inc.,NMS,USD,444.12,240105488384.0,1200461689.0,1983-06-17,447.03,2026-09-04,Yahoo Finance screener via yfinance
TM,Toyota Motor Corporation,NYQ,USD,199.87,236682739712.0,91960787.0,1980-03-17,248.9,2026-09-04,Yahoo Finance screener via yfinance
BHP,BHP Group Limited,NYQ,USD,92.71,235620319232.0,252537034.0,1980-03-17,98.71,2026-09-04,Yahoo Finance screener via yfinance
TXN,Texas Instruments Incorporated,NMS,USD,253.83,231809662976.0,2047861858.0,1972-06-01,334.03,2026-09-04,Yahoo Finance screener via yfinance
C,Citigroup Inc.,NYQ,USD,138.14,231721123840.0,1610826365.0,1977-01-03,147.96,2026-09-04,Yahoo Finance screener via yfinance
TMO,Thermo Fisher Scientific Inc.,NYQ,USD,618.43,228662820864.0,1261687491.0,1980-03-17,647.0,2026-09-04,Yahoo Finance screener via yfinance
KLAC,KLA Corporation,NMS,USD,172.94,225954201600.0,2185707897.0,1980-10-08,307.37,2026-09-04,Yahoo Finance screener via yfinance
AXP,American Express Company,NYQ,USD,329.82,222730698752.0,948036587.0,1972-06-01,387.49,2026-09-04,Yahoo Finance screener via yfinance
LIN,Linde plc,NMS,USD,482.19,222280024064.0,1072925309.0,1992-06-17,548.2,2026-09-04,Yahoo Finance screener via yfinance
IBM,International Business Machines Corporation,NYQ,USD,234.71,221128376320.0,2141851738.0,1962-01-02,332.46,2026-09-04,Yahoo Finance screener via yfinance
CRWD,"CrowdStrike Holdings, Inc.",NMS,USD,214.97,220115271680.0,2207863573.0,2019-06-12,233.88,2026-09-04,Yahoo Finance screener via yfinance
SAN,"Banco Santander, S.A.",NYQ,USD,15.05,218559184896.0,192350980.0,1987-07-30,15.05,2026-09-04,Yahoo Finance screener via yfinance
CRM,"Salesforce, Inc.",NYQ,USD,264.43,217625886720.0,4009208595.0,2004-06-23,269.11,2026-09-04,Yahoo Finance screener via yfinance
VZ,Verizon Communications Inc.,NYQ,USD,50.59,210190090240.0,1351483975.0,1983-11-21,51.68,2026-09-04,Yahoo Finance screener via yfinance
NVO,Novo Nordisk A/S,NYQ,USD,47.51,210043125760.0,575215875.0,1981-04-30,64.16,2026-09-04,Yahoo Finance screener via yfinance
APH,Amphenol Corporation,NYQ,USD,82.07,202381901824.0,1210880641.0,1991-11-08,89.26,2026-09-04,Yahoo Finance screener via yfinance
TD.TO,The Toronto-Dominion Bank,TOR,CAD,169.9,201867241726.0,590674158.0,1995-01-12,175.33,2026-09-04,Yahoo Finance screener via yfinance
TMUS,"T-Mobile US, Inc.",NMS,USD,188.02,201683714048.0,972376641.0,2007-04-19,256.69,2026-09-04,Yahoo Finance screener via yfinance
TTE,TotalEnergies SE,NYQ,USD,89.25,197480595456.0,144598655.0,1991-10-25,94.17,2026-09-04,Yahoo Finance screener via yfinance
PEP,"PepsiCo, Inc.",NMS,USD,140.02,191267323904.0,1183224308.0,1972-06-01,171.48,2026-09-04,Yahoo Finance screener via yfinance
SCHW,The Charles Schwab Corporation,NYQ,USD,110.38,190884069376.0,1016164792.0,1987-09-22,114.53,2026-09-04,Yahoo Finance screener via yfinance
SHOP,Shopify Inc.,NMS,USD,145.88,189301866496.0,1305133509.0,2015-05-20,182.19,2026-09-04,Yahoo Finance screener via yfinance
ABT,Abbott Laboratories,NYQ,USD,108.79,188248408064.0,1245502768.0,1980-03-17,137.49,2026-09-04,Yahoo Finance screener via yfinance
MRVL,"Marvell Technology, Inc.",NMS,USD,208.83,187676491776.0,7575851417.0,2000-06-30,329.88,2026-09-04,Yahoo Finance screener via yfinance
GILD,"Gilead Sciences, Inc.",NMS,USD,151.22,187506032640.0,1100394218.0,1992-01-22,157.29,2026-09-04,Yahoo Finance screener via yfinance
DE,Deere & Company,NYQ,USD,694.41,187230568448.0,861033680.0,1972-06-01,705.88,2026-09-04,Yahoo Finance screener via yfinance
DIS,The Walt Disney Company,NYQ,USD,107.16,185031770112.0,1123283054.0,1962-01-02,119.78,2026-09-04,Yahoo Finance screener via yfinance
MCD,McDonald's Corporation,NYQ,USD,259.63,183724982272.0,1193164975.0,1966-07-05,341.75,2026-09-04,Yahoo Finance screener via yfinance
BLK,"BlackRock, Inc.",NYQ,USD,1126.15,182972563456.0,841467163.0,1999-10-01,1219.94,2026-09-04,Yahoo Finance screener via yfinance
STX,Seagate Technology Holdings plc,NMS,USD,798.61,181000568832.0,3817148960.0,2002-12-11,1145.0,2026-09-04,Yahoo Finance screener via yfinance
QCOM,QUALCOMM Incorporated,NMS,USD,168.57,180042956800.0,2528891860.0,1991-12-13,259.92,2026-09-04,Yahoo Finance screener via yfinance
T,AT&T Inc.,NYQ,USD,26.19,179463995392.0,1597888095.0,1983-11-21,29.79,2026-09-04,Yahoo Finance screener via yfinance
NEE,"NextEra Energy, Inc.",NYQ,USD,84.06,175347318784.0,925801199.0,1973-02-21,98.75,2026-09-04,Yahoo Finance screener via yfinance
SMFG,"Sumitomo Mitsui Financial Group, Inc.",NYQ,USD,27.56,174524153856.0,48227244.0,2006-01-27,27.615,2026-09-04,Yahoo Finance screener via yfinance
WELL,Welltower Inc.,NYQ,USD,241.12,173744324608.0,768184449.0,1980-03-19,255.2,2026-09-04,Yahoo Finance screener via yfinance
ADI,"Analog Devices, Inc.",NMS,USD,356.5,172747587584.0,1571282662.0,1980-03-17,445.91,2026-09-04,Yahoo Finance screener via yfinance
UNP,Union Pacific Corporation,NYQ,USD,289.15,171776933888.0,801506740.0,1980-01-02,315.99,2026-09-04,Yahoo Finance screener via yfinance
UBS,UBS Group AG,NYQ,USD,55.68,170477797376.0,104393541.0,2000-05-16,55.985,2026-09-04,Yahoo Finance screener via yfinance
SCCO,Southern Copper Corporation,NYQ,USD,199.53,168471887872.0,252266577.0,1996-01-05,220.78,2026-09-04,Yahoo Finance screener via yfinance
RIO,Rio Tinto Group,NYQ,USD,102.84,167254786048.0,272431901.0,1990-06-28,112.58,2026-09-04,Yahoo Finance screener via yfinance
BA,The Boeing Company,NYQ,USD,210.51,166380797952.0,1187722471.0,1962-01-02,254.35,2026-09-04,Yahoo Finance screener via yfinance
BX,Blackstone Inc.,NYQ,USD,137.68,164568596480.0,650051852.0,2007-06-22,190.09,2026-09-04,Yahoo Finance screener via yfinance
PFE,Pfizer Inc.,NYQ,USD,28.81,164207591424.0,1225203677.0,1972-06-01,29.21,2026-09-04,Yahoo Finance screener via yfinance
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",NYQ,USD,29.64,163562569728.0,46933547.0,1988-12-15,29.64,2026-09-04,Yahoo Finance screener via yfinance
COP,ConocoPhillips,NYQ,USD,135.72,163045523456.0,966622134.0,1981-12-31,137.42,2026-09-04,Yahoo Finance screener via yfinance
WDC,Western Digital Corporation,NMS,USD,441.57,159204065280.0,3748530121.0,1978-10-31,799.87,2026-09-04,Yahoo Finance screener via yfinance
IBKR,"Interactive Brokers Group, Inc.",NMS,USD,92.95,158369644544.0,421096032.0,2007-05-04,98.75,2026-09-04,Yahoo Finance screener via yfinance
BUD,Anheuser-Busch InBev SA/NV,NYQ,USD,80.22,157963321344.0,167963433.0,2009-07-01,86.6,2026-09-04,Yahoo Finance screener via yfinance
UBER,"Uber Technologies, Inc.",NYQ,USD,75.96,155152859136.0,1468248918.0,2019-05-10,101.99,2026-09-04,Yahoo Finance screener via yfinance
ETN,Eaton Corporation plc,NYQ,USD,397.12,154241400832.0,897641708.0,1972-06-01,478.0,2026-09-04,Yahoo Finance screener via yfinance
NOW,"ServiceNow, Inc.",NYQ,USD,145.59,150519971840.0,3282651652.0,2012-06-29,194.726,2026-09-04,Yahoo Finance screener via yfinance
DHR,Danaher Corporation,NYQ,USD,211.03,148351139840.0,988532894.0,1978-12-29,242.8,2026-09-04,Yahoo Finance screener via yfinance
BKNG,Booking Holdings Inc.,NMS,USD,195.13,146616877056.0,1304254774.0,1999-03-31,226.1004,2026-09-04,Yahoo Finance screener via yfinance
SONY,Sony Group Corporation,NYQ,USD,24.96,145821122560.0,127588731.0,1973-02-21,30.34,2026-09-04,Yahoo Finance screener via yfinance
TJX,"The TJX Companies, Inc.",NYQ,USD,132.19,145405575168.0,819121416.0,1987-06-26,170.0,2026-09-04,Yahoo Finance screener via yfinance
VRTX,Vertex Pharmaceuticals Incorporated,NMS,USD,557.96,141421068288.0,838068195.0,1991-07-24,560.25,2026-09-04,Yahoo Finance screener via yfinance
BMY,Bristol-Myers Squibb Company,NYQ,USD,68.09,139088429056.0,786705868.0,1972-06-01,68.64,2026-09-04,Yahoo Finance screener via yfinance
UL,Unilever PLC,NYQ,USD,64.24,138325721088.0,272796188.0,1980-03-25,74.98,2026-09-04,Yahoo Finance screener via yfinance
NEM,Newmont Corporation,NYQ,USD,130.43,137433079808.0,1086947796.0,1980-03-17,135.29,2026-09-04,Yahoo Finance screener via yfinance
MFG,"Mizuho Financial Group, Inc.",NYQ,USD,11.32,137006546944.0,42197892.0,2006-11-08,11.32,2026-09-04,Yahoo Finance screener via yfinance
COF,Capital One Financial Corporation,NYQ,USD,220.5,135273414656.0,920086304.0,1994-11-16,259.64,2026-09-04,Yahoo Finance screener via yfinance
PLD,"Prologis, Inc.",NYQ,USD,138.35,134488850432.0,591553748.0,1997-11-21,153.35,2026-09-04,Yahoo Finance screener via yfinance
CB,Chubb Limited,NYQ,USD,348.25,134354804736.0,618970496.0,1993-03-25,365.91,2026-09-04,Yahoo Finance screener via yfinance
SPGI,S&P Global Inc.,NYQ,USD,450.58,132830978048.0,996851928.0,1973-02-21,522.46924,2026-09-04,Yahoo Finance screener via yfinance
ISRG,"Intuitive Surgical, Inc.",NMS,USD,369.83,132501962752.0,1115368818.0,2000-06-16,603.88,2026-09-04,Yahoo Finance screener via yfinance
PBR,Petróleo Brasileiro S.A. - Petrobras,NYQ,USD,20.51,132173955072.0,337785179.0,2000-08-10,22.24,2026-09-04,Yahoo Finance screener via yfinance
PGR,The Progressive Corporation,NYQ,USD,223.87,130090860544.0,660926700.0,1980-03-17,249.71,2026-09-04,Yahoo Finance screener via yfinance
GLW,Corning Incorporated,NYQ,USD,146.0,125762699264.0,1980050102.0,1981-12-31,271.78,2026-09-04,Yahoo Finance screener via yfinance
CVS,CVS Health Corporation,NYQ,USD,97.2,124315918336.0,773200825.0,1973-02-21,110.68,2026-09-04,Yahoo Finance screener via yfinance
SNOW,Snowflake Inc.,NYQ,USD,356.47,123552505856.0,1928984291.0,2020-09-16,384.55,2026-09-04,Yahoo Finance screener via yfinance
LMT,Lockheed Martin Corporation,NYQ,USD,532.95,122999930880.0,636899233.0,1962-01-02,692.0,2026-09-04,Yahoo Finance screener via yfinance
BMO.TO,Bank of Montreal,TOR,CAD,243.56,122764138883.0,382886408.0,1995-01-12,259.2,2026-09-04,Yahoo Finance screener via yfinance
PH,Parker-Hannifin Corporation,NYQ,USD,964.52,121575309312.0,619129246.0,1980-03-17,1099.94,2026-09-04,Yahoo Finance screener via yfinance
SBUX,Starbucks Corporation,NMS,USD,105.82,120634802176.0,762720930.0,1992-06-26,110.51,2026-09-04,Yahoo Finance screener via yfinance
BTI,British American Tobacco p.l.c.,NYQ,USD,55.97,120539947008.0,244599702.0,1980-04-14,67.3,2026-09-04,Yahoo Finance screener via yfinance
HDB,HDFC Bank Limited,NYQ,USD,23.28,119613095936.0,220506973.0,2001-07-20,37.45,2026-09-04,Yahoo Finance screener via yfinance
MDT,Medtronic plc,NYQ,USD,93.1,119166214144.0,792428284.0,1973-05-02,106.33,2026-09-04,Yahoo Finance screener via yfinance
ACN,Accenture plc,NYQ,USD,193.12,118178250752.0,1622186757.0,2001-07-19,291.09,2026-09-04,Yahoo Finance screener via yfinance
SYK,Stryker Corporation,NYQ,USD,307.99,118136659968.0,751716121.0,1980-03-17,396.37,2026-09-04,Yahoo Finance screener via yfinance
PDD,PDD Holdings Inc.,NMS,USD,81.63,116191854592.0,581985166.0,2018-07-26,139.41,2026-09-04,Yahoo Finance screener via yfinance
MO,"Altria Group, Inc.",NYQ,USD,69.49,116030496768.0,606053560.0,1962-01-02,77.06,2026-09-04,Yahoo Finance screener via yfinance
BNS.TO,The Bank of Nova Scotia,TOR,CAD,130.77,115577795053.0,378067198.0,1995-01-12,131.72,2026-09-04,Yahoo Finance screener via yfinance
SPOT,Spotify Technology S.A.,NYQ,USD,560.11,115149766656.0,1015446944.0,2018-04-03,745.0,2026-09-04,Yahoo Finance screener via yfinance
FTNT,"Fortinet, Inc.",NMS,USD,156.36,114723471360.0,874767122.0,2009-11-18,173.89,2026-09-04,Yahoo Finance screener via yfinance
ADBE,Adobe Inc.,NMS,USD,285.75,113585627136.0,1777617889.0,1986-08-13,370.86,2026-09-04,Yahoo Finance screener via yfinance
LOW,"Lowe's Companies, Inc.",NYQ,USD,201.9,113276805120.0,614523030.0,1980-03-17,293.06,2026-09-04,Yahoo Finance screener via yfinance
ADP,"Automatic Data Processing, Inc.",NMS,USD,283.53,112635904000.0,706740771.0,1980-03-17,302.68,2026-09-04,Yahoo Finance screener via yfinance
BP,BP p.l.c.,NYQ,USD,43.58,112236134400.0,398586036.0,1962-01-02,48.27,2026-09-04,Yahoo Finance screener via yfinance
HOOD,"Robinhood Markets, Inc.",NMS,USD,124.72,112133545984.0,3049111532.0,2021-07-29,153.86,2026-09-04,Yahoo Finance screener via yfinance
BNY,The Bank of New York Mellon Corporation,NYQ,USD,164.33,111498584064.0,572541496.0,1973-05-03,165.69,2026-09-04,Yahoo Finance screener via yfinance
ABNB,"Airbnb, Inc.",NMS,USD,185.25,110925045760.0,808329112.0,2020-12-10,193.453,2026-09-04,Yahoo Finance screener via yfinance
ENB.TO,Enbridge Inc.,TOR,CAD,69.7,110388934360.0,399092998.0,1995-01-12,80.65,2026-09-04,Yahoo Finance screener via yfinance
IBN,ICICI Bank Limited,NYQ,USD,30.52,109524443136.0,202955803.0,2000-03-28,33.03,2026-09-04,Yahoo Finance screener via yfinance
MPC,Marathon Petroleum Corporation,NYQ,USD,387.71,108878569472.0,921606056.0,2011-06-24,398.32,2026-09-04,Yahoo Finance screener via yfinance
MCK,McKesson Corporation,NYQ,USD,921.38,107424022528.0,951343278.0,1994-11-10,999.0,2026-09-04,Yahoo Finance screener via yfinance
CM.TO,Canadian Imperial Bank of Commerce,TOR,CAD,163.0,107316304688.0,287958156.0,1995-01-12,172.87,2026-09-04,Yahoo Finance screener via yfinance
VLO,Valero Energy Corporation,NYQ,USD,370.69,106731831296.0,1052267694.0,1982-01-04,375.11,2026-09-04,Yahoo Finance screener via yfinance
SNY,Sanofi,NMS,USD,44.33,106220781568.0,146621741.0,2002-07-01,52.68,2026-09-04,Yahoo Finance screener via yfinance
ING,ING Groep N.V.,NYQ,USD,37.09,105811787776.0,113661452.0,1994-05-18,37.095,2026-09-04,Yahoo Finance screener via yfinance
CNQ.TO,Canadian Natural Resources Limited,TOR,CAD,70.55,105463825843.0,711668366.0,1995-01-12,72.29,2026-09-04,Yahoo Finance screener via yfinance
APP,AppLovin Corporation,NMS,USD,313.58,105343909888.0,1892699579.0,2021-04-15,745.61,2026-09-04,Yahoo Finance screener via yfinance
AEM,Agnico Eagle Mines Limited,NYQ,USD,207.13,104883355648.0,651344933.0,1973-02-21,255.24,2026-09-04,Yahoo Finance screener via yfinance
FCX,Freeport-McMoRan Inc.,NYQ,USD,72.56,104197431296.0,1075770497.0,1995-07-10,80.24,2026-09-04,Yahoo Finance screener via yfinance
VRT,Vertiv Holdings Co,NYQ,USD,268.83,103496359936.0,1594192547.0,2018-08-02,379.935,2026-09-04,Yahoo Finance screener via yfinance
EQIX,"Equinix, Inc.",NMS,USD,1040.83,102700449792.0,626835704.0,2000-08-11,1128.68,2026-09-04,Yahoo Finance screener via yfinance
SO,The Southern Company,NYQ,USD,88.77,102117720064.0,518655858.0,1981-12-31,100.84,2026-09-04,Yahoo Finance screener via yfinance
PSX,Phillips 66,NYQ,USD,254.66,102102114304.0,699794475.0,2012-04-12,260.68,2026-09-04,Yahoo Finance screener via yfinance
GSK,GSK plc,NYQ,USD,50.87,101882724352.0,197251528.0,1980-03-28,61.7,2026-09-04,Yahoo Finance screener via yfinance
CME,CME Group Inc.,NMS,USD,282.05,101419327488.0,824240356.0,2002-12-06,329.16,2026-09-04,Yahoo Finance screener via yfinance
KKR,KKR & Co. Inc.,NYQ,USD,109.76,101373296640.0,484220399.0,2010-07-15,152.1,2026-09-04,Yahoo Finance screener via yfinance
NET,"Cloudflare, Inc.",NYQ,USD,284.51,101308243968.0,1000797782.0,2019-09-13,332.22,2026-09-04,Yahoo Finance screener via yfinance
EQNR,Equinor ASA,NYQ,USD,42.66,101247795200.0,148881608.0,2001-06-18,44.33,2026-09-04,Yahoo Finance screener via yfinance
CEG,Constellation Energy Corporation,NMS,USD,285.05,100995317760.0,892432545.0,2022-01-19,412.7,2026-09-04,Yahoo Finance screener via yfinance
MELI,"MercadoLibre, Inc.",NMS,USD,1991.06,100940374016.0,875216217.0,2007-08-10,2548.5,2026-09-04,Yahoo Finance screener via yfinance
GD,General Dynamics Corporation,NYQ,USD,365.87,98988752896.0,423428668.0,1962-01-02,400.0,2026-09-04,Yahoo Finance screener via yfinance
USB,U.S. Bancorp,NYQ,USD,63.53,98983010304.0,520070302.0,1973-05-03,66.08,2026-09-04,Yahoo Finance screener via yfinance
TT,Trane Technologies plc,NYQ,USD,445.19,97952120832.0,538191527.0,1980-03-17,505.87,2026-09-04,Yahoo Finance screener via yfinance
PNC,"The PNC Financial Services Group, Inc.",NYQ,USD,245.18,97813012480.0,478876504.0,1975-11-17,258.96,2026-09-04,Yahoo Finance screener via yfinance
ASX,"ASE Technology Holding Co., Ltd.",NYQ,USD,37.43,97455194112.0,375680156.0,2000-10-02,45.52,2026-09-04,Yahoo Finance screener via yfinance
DASH,"DoorDash, Inc.",NMS,USD,222.0,96192143360.0,992503170.0,2020-12-09,285.5,2026-09-04,Yahoo Finance screener via yfinance
DUK,Duke Energy Corporation,NYQ,USD,121.4,94655848448.0,487264880.0,1980-03-17,134.49,2026-09-04,Yahoo Finance screener via yfinance
CMCSA,Comcast Corporation,NMS,USD,26.65,94571167744.0,869642187.0,1980-03-17,32.86,2026-09-04,Yahoo Finance screener via yfinance
INTU,Intuit Inc.,NMS,USD,344.3,94178779136.0,1599303798.0,1993-03-12,705.08,2026-09-04,Yahoo Finance screener via yfinance
PWR,"Quanta Services, Inc.",NYQ,USD,620.06,93221920768.0,767512128.0,1998-02-12,788.75,2026-09-04,Yahoo Finance screener via yfinance
ICE,"Intercontinental Exchange, Inc.",NYQ,USD,164.59,92399919104.0,701601743.0,2005-11-16,176.59,2026-09-04,Yahoo Finance screener via yfinance
CSX,CSX Corporation,NMS,USD,48.99,90752745472.0,581649844.0,1980-11-03,53.6,2026-09-04,Yahoo Finance screener via yfinance
ITUB,Itaú Unibanco Holding S.A.,NYQ,USD,8.22,90599792640.0,177251649.0,2002-02-25,9.6,2026-09-04,Yahoo Finance screener via yfinance
WMB,"The Williams Companies, Inc.",NYQ,USD,74.05,90575552512.0,527890084.0,1981-12-31,80.08,2026-09-04,Yahoo Finance screener via yfinance
BCS,Barclays PLC,NYQ,USD,26.9,90256719872.0,118402932.0,1986-09-09,28.69,2026-09-04,Yahoo Finance screener via yfinance
BN,Brookfield Corporation,NYQ,USD,40.42,90231644160.0,161955099.0,1983-12-30,49.57,2026-09-04,Yahoo Finance screener via yfinance
ELV,"Elevance Health, Inc.",NYQ,USD,414.78,89953042432.0,574455783.0,2001-10-30,436.24,2026-09-04,Yahoo Finance screener via yfinance
MRSH,"Marsh & McLennan Companies, Inc.",NYQ,USD,188.46,89935241216.0,459363900.0,1973-02-21,207.83,2026-09-04,Yahoo Finance screener via yfinance
WM,"Waste Management, Inc.",NYQ,USD,221.72,88624857088.0,467408597.0,1988-06-22,248.13,2026-09-04,Yahoo Finance screener via yfinance
