ticker,name,sector,industry,country,market_cap,n_years,fiscal_years,roic_avg,roic_trend,roic_latest,fcf_margin_avg,fcf_positive_years,fcf_years,rev_cagr,net_debt,ebitda_latest,nd_to_ebitda,net_cash,share_change,gm_avg,gm_std,exclude_reason,exchange,currency,price,market_cap_usd,dollar_volume_usd,score_roic,score_fcf,score_growth,score_balance,score_shares,score_gm_stability,quality_score,rank,pulled,eps_fy0_now,eps_fy0_chg_30d,eps_fy0_chg_90d,rev_up30_fy0,rev_down30_fy0,eps_fy1_now,eps_fy1_chg_30d,eps_fy1_chg_90d,rev_up30_fy1,rev_down30_fy1,price_ps,forward_pe,ev_ebitda,median_pe_hist,median_ev_ebitda_hist,n_hist_years,pe_vs_median,ev_vs_median,high_52w,ath,dd_52w,dd_ath,short_pct_float,insider_pct,next_earnings,multiples_note,bucket_compounder,bucket_cyclical_turn
IT,"Gartner, Inc.",Technology,Information Technology Services,United States,12343099392.0,4,"2022,2023,2024,2025",0.3148956256226707,-0.087741497242819,0.2493733110369513,0.1902960490789372,4.0,4.0,0.0586658790595906,1259153000.0,1293704000.0,0.9732929634599568,False,-0.0673763676958565,0.6824065565876353,0.005454827455397,,NYQ,USD,195.46,12343099392.0,277016271.0,91.1,80.4,50.8,85,100,86.4,82.2,34,2026-09-04,14.49348,0.05909175275962708,0.05850931359481759,15.0,0.0,16.44928,0.07465978505863524,0.07254643449095188,15.0,0.0,186.75,11.948295,10.249,32.01418626547817,21.96387449450689,4,-0.6267812368892164,-0.5333701254501682,265.85,551.7999877929688,-0.2975362046266692,-0.6615621527159816,0.16420001,0.03753,2026-11-03,,True,False
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,United States,17181702144.0,4,"2022,2023,2024,2025",0.2778330776584062,-0.0042405877029531,0.276109269909397,0.1667104969738826,4.0,4.0,0.1173929088277419,509826000.0,854228000.0,0.5968266083528051,False,-0.016786721715308,0.5227016141156114,0.0051612342158377,,NYQ,USD,35.71,17181702144.0,183463517.0,89.3,76.4,70.2,85,80,87.4,82.0,35,2026-09-04,1.17133,0.0008373563463921485,-0.06030485359005211,0.0,16.0,1.30057,-0.008825210532332428,-0.06949939543968353,1.0,15.0,35.709999084472656,27.457191,21.026,48.893707446837695,30.83040188116756,4,-0.43843098767148503,-0.31801083615314407,66.14,65.5999984741211,-0.4600846827264491,-0.4556402451966506,0.045100003,0.38422,2026-10-28,,True,False
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,United States,41698058240.0,4,"2022,2023,2024,2025",0.3848425672790778,0.0812675334786072,0.4444904248294078,0.193111343541399,4.0,4.0,0.085223264582759,667767000.0,1508224000.0,0.4427505463379445,False,-0.04225768321513,0.6054437583715123,0.0091939856900115,,NMS,USD,529.29,41698058240.0,327920561.0,100.0,80.9,60.4,85,80,72.9,81.9,36,2026-09-04,14.83498,0.011708832056107399,0.012297710777931625,10.0,0.0,16.7397,0.013496577420053946,0.013110146534423217,9.0,2.0,538.989990234375,31.618845,26.267,51.26348071398125,36.06107182659319,4,-0.3832091664548932,-0.2715968031590943,769.98,766.6799926757812,-0.299994817742831,-0.2969817976425183,0.028099999,0.0022,2026-11-02,,True,False
GNTX,Gentex Corporation,Consumer Cyclical,Auto Parts,United States,4812007424.0,4,"2022,2023,2024,2025",0.1653542924402919,0.0082063266766156,0.1625999703032821,0.1468199622812694,4.0,4.0,0.0971409084802903,-147236356.0,589622256.0,0.0,True,-0.070533852561037,0.3311995365130286,0.0086790033946263,,NMS,USD,22.84,4812007424.0,59891596.0,86.9,71.7,63.7,100,100,74.7,81.8,37,2026-09-04,2.10061,0.0024050735599383533,0.054131497335327294,6.0,0.0,2.21307,-0.003467265858238311,0.0005877645505636409,4.0,2.0,22.860000610351562,10.320505,7.431,17.03693164667122,11.884046048202748,4,-0.39422748097856675,-0.37470790925420494,29.38,37.689998626708984,-0.2219196524727174,-0.39347303148608126,0.0752,0.00472,2026-10-23,,True,True
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,United States,31088750592.0,4,"2022,2023,2024,2025",0.1889575468764291,-0.0906783862352581,0.1508882506463185,0.2376415527639936,4.0,4.0,0.0989943984010011,-4685331000.0,1914498000.0,0.0,True,0.0134345285733834,0.4524207373642819,0.0038276530298289,,NMS,USD,33.58,31088750592.0,400440896.0,81.1,87.3,64.3,100,55,92.1,81.7,38,2026-09-04,1.582,-0.0014076238929953133,8.850340738120188e-05,0.0,1.0,1.67562,-0.004343615004783308,-0.013401005664221088,0.0,1.0,32.15999984741211,19.994642,13.766,31.518389312726146,22.64315212020435,4,-0.36561980367674485,-0.3920457749468246,49.16,63.84000015258789,-0.3458096044057748,-0.49624060509798673,0.060599998,0.09012,2026-09-10,,True,False
GRMN,Garmin Ltd.,Technology,Scientific & Technical Instruments,Switzerland,53454868480.0,4,"2022,2023,2024,2025",0.1587900480283075,0.0219529866762536,0.1727085787295582,0.1807487259216477,4.0,4.0,0.142358869424539,-2573013000.0,2064835000.0,0.0,True,0.0029734461930563,0.5816819294197542,0.0056448334379549,,NYQ,USD,277.18,53454868480.0,258786612.0,84.6,78.8,75.5,100,55,85.7,81.6,39,2026-09-04,10.12615,0.006691626469851553,0.057013807990847765,7.0,0.0,11.00504,0.012186664753590204,0.06597184217281171,7.0,0.0,276.0400085449219,25.18664,22.071,21.385575395110514,17.878304094947538,4,0.17773964621772786,0.23451306582470166,314.28,313.1600036621094,-0.12167491235547312,-0.11853363993838406,0.020499999,0.14694999,2026-10-28,,False,False
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,United States,59642404864.0,4,"2022,2023,2024,2025",0.1933963353823596,-0.0959679251933703,0.1673295477810118,0.2359997839791968,4.0,4.0,0.1586149467868072,-1236573000.0,781149000.0,0.0,True,-0.0010132759832912,0.562524124142393,0.0130967360249852,,NMS,USD,1213.65,59642404864.0,1123483087.0,81.5,87.0,79.0,100,80,60.2,81.6,40,2026-09-04,27.4317,0.1347557923562821,0.14193834414631556,12.0,0.0,34.79503,0.13744115026109305,0.15372497501563376,11.0,1.0,1219.3599853515625,34.80429,58.231,54.77596504237189,51.58892242308056,4,-0.364606539143999,0.12875007394897264,1714.09,1689.8900146484375,-0.2886254599515996,-0.27843825646532594,0.0504,0.03592,2026-10-29,,True,False
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,United States,141421068288.0,4,"2022,2023,2024,2025",0.1688956794951279,-0.0295026798991859,0.2123951544535996,0.2372818763336789,3.0,4.0,0.1035218340064798,-4577600000.0,4866300000.0,0.0,True,-0.004245465071401,0.8686665962557294,0.00734037277412,,NMS,USD,557.96,141421068288.0,838068195.0,77.7,87.1,65.6,100,80,79.6,81.6,41,2026-09-04,16.65697,-0.12574916613525,-0.13001397140432192,7.0,7.0,21.77184,0.01201862291570599,0.013976510520339769,8.0,6.0,556.75,25.627602,26.575,29.293737555683045,21.925650249401016,3,-0.12515082954895274,0.21205071218929983,560.25,556.75,-0.006247211066488179,0.0,0.0185,0.00208,2026-11-02,,True,False
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,United States,11507366912.0,4,"2023,2024,2025,2026",0.3628725142048644,0.1162116515307454,0.4104194255328171,0.1846727492530513,4.0,4.0,0.1469097911350663,-1532055000.0,1404659000.0,0.0,True,-0.0893789502610606,0.5538544137320767,0.0305304838047186,,NYQ,USD,84.5,11507366912.0,197997780.0,100.0,79.5,76.6,100,100,27.3,81.5,42,2026-09-04,7.5284,0.0,0.005959539271493286,15.0,1.0,8.39655,0.0,0.00823974264913363,17.0,1.0,83.76000213623047,10.103969,7.835,20.43604000924974,13.726840085786145,4,-0.5055808759707483,-0.4292204213762949,124.88,223.11000061035156,-0.3292760879545926,-0.6245797951365148,0.0648,0.00704,2026-10-22,,True,False
CORT,Corcept Therapeutics Incorporated,Healthcare,Biotechnology,United States,12193500160.0,4,"2022,2023,2024,2025",0.1517906992533315,-0.1412747459338477,0.0546300661464483,0.2593675003684885,4.0,4.0,0.2374132125188479,-366045000.0,,0.0,True,0.0346739561595639,0.985000041430268,0.001615376761148,,NCM,USD,112.8,12193500160.0,122617774.0,72.9,89.2,88.0,100,25,98.6,81.5,43,2026-09-04,2.15,2.862252321842384,3.50261780104712,1.0,0.0,4.4025,0.37291957076967686,1.7009202453987733,2.0,0.0,110.43000030517578,25.621805,1471.391,37.76033509047752,16.58115435964399,4,-0.32146245687153985,87.73875534149434,126.38,123.56999969482422,-0.12620667585713097,-0.10633648476248081,0.115600005,0.11449,2026-11-04,,True,False
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,16096148480.0,4,"2022,2023,2024,2025",0.1295646559588088,0.0369420502814267,0.1327510743598413,0.2267069280651807,4.0,4.0,0.2432112207311891,-1065100000.0,666600000.0,0.0,True,0.0364004044489383,0.9826823087711968,0.0025471784519178,,NMS,USD,158.35,16096148480.0,196045693.0,75.6,86.1,88.4,100,25,96.7,81.4,44,2026-09-04,10.18869,0.004850333004257523,-0.007449469857264801,9.0,4.0,11.95372,-0.05103448713857239,-0.0592081548746185,6.0,7.0,157.7899932861328,13.2469225,17.703,47.416744516415235,25.84466861567026,4,-0.7206277521769965,-0.3150231383014819,186.12,185.5,-0.1522136616906683,-0.14938009010170994,0.0581,0.01061,2026-10-28,,True,False
ADP,"Automatic Data Processing, Inc.",Technology,Software - Application,United States,112635904000.0,4,"2023,2024,2025,2026",0.4549824658868555,-0.1215597806938016,0.4335720424545032,0.2050737194187054,4.0,4.0,0.0680840740546755,734000000.0,6775500000.0,0.1083314884510368,False,-0.0168390666345922,0.45656407304497,0.0063240769684194,,NMS,USD,283.53,112635904000.0,706740771.0,93.5,82.6,54.3,85,80,83.4,81.3,45,2026-09-04,12.25722,0.003730038561474469,0.005230681415580696,13.0,4.0,13.39844,0.0021601309242786915,0.005799031467909499,7.0,5.0,281.1600036621094,21.161419,17.769,26.771010144474154,17.299148905698654,3,-0.20953976387895246,0.027160358978502552,302.68,326.80999755859375,-0.07109817740812285,-0.13968359058018043,0.0313,0.0018099999,2026-10-28,,True,False
APP,AppLovin Corporation,Communication Services,Advertising Agencies,United States,105343909888.0,4,"2022,2023,2024,2025",0.3022216879927911,0.6458581840194489,0.6397326837598877,0.5126158939017713,4.0,4.0,0.2483811324958407,1025891000.0,4354704000.0,0.2355822577148756,False,-0.0796570483027937,0.7694145321176347,0.1269085305535756,,NMS,USD,313.58,105343909888.0,1892699579.0,100.0,97.7,88.8,85,100,3.9,81.2,46,2026-09-04,15.69827,-0.01998820110560018,-0.024873436985595077,4.0,12.0,20.1326,-0.048750778430551756,-0.04270742345620249,5.0,12.0,319.04998779296875,14.948903,19.465,69.10974434094551,31.025658252394024,3,-0.7836932672438898,-0.3726160508295412,745.61,733.5999755859375,-0.5720953477113119,-0.565089969450805,0.039100002,0.14314,2026-11-04,,True,False
MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,Resorts & Casinos,United States,2161276672.0,4,"2022,2023,2024,2025",0.1629275544569541,0.0218829379596211,0.1857637268212844,0.2178604090217183,4.0,4.0,0.0448696412248807,-83170000.0,181517000.0,0.0,True,-0.0468893656144652,0.5420475874240103,0.0054284498897439,,NMS,USD,120.59,2161276672.0,19649899.0,86.0,84.9,44.5,100,80,86.7,81.2,47,2026-09-04,6.64,-0.004497751124437843,-0.004497751124437843,1.0,0.0,6.895,0.012481644640234935,0.012481644640234935,2.0,0.0,118.56999969482422,17.489485,10.297,16.832814111462717,9.490973035098843,4,0.0390113550942206,0.08492564059768859,135.93,133.8699951171875,-0.12771279559461335,-0.11428995279315524,0.046,0.32479,2026-10-20,,False,False
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,United States,670988042240.0,4,"2022,2023,2024,2025",0.1586630854244638,0.0705354972426856,0.2131871125837021,0.2079893225340934,4.0,4.0,0.055992849541788,28224000000.0,41055000000.0,0.6874680306905371,False,-0.0880288299110326,0.6875521980000945,0.0052876687236926,,NYQ,USD,278.43,670988042240.0,2194368641.0,84.5,83.6,49.6,85,100,87.1,81.1,48,2026-09-04,11.162,0.010135746606334761,-0.03561869182133459,0.0,4.0,12.42326,0.003089220831651307,-0.023124332604145148,2.0,2.0,275.2099914550781,22.622791,20.052,21.870006188749638,16.106486050948952,4,0.03442087783393544,0.24496429181202983,281.07,275.2099914550781,-0.02084892925222137,0.0,0.01,0.00053,2026-10-13,,False,False
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,United States,83960438784.0,4,"2022,2023,2024,2025",0.204560047646315,-0.0981547586346758,0.1501732497679566,0.2897747978110296,4.0,4.0,0.1414324824185533,-539091000.0,1872428000.0,0.0,True,-0.0061779347007937,0.8783569729824356,0.0163441354903499,,NMS,USD,304.875,83960438784.0,712741348.0,82.9,91.4,75.4,100,80,50.2,80.9,49,2026-09-04,4.80568,0.06834198112158907,0.06943798471175988,10.0,0.0,9.54363,0.014927801634752269,0.017091074956891328,19.0,0.0,306.6700134277344,31.945393,39.464,74.1455951590616,47.28959556428552,4,-0.5691531920207962,-0.1654823956708913,416.69,416.3900146484375,-0.26403318191525027,-0.2635029596311066,0.0164,0.00327,2026-10-26,,True,False
CVLT,"Commvault Systems, Inc.",Technology,Software - Application,United States,5682878464.0,4,"2023,2024,2025,2026",0.123401001364534,0.1460248313090963,0.0828156619467173,0.2139366368833511,4.0,4.0,0.1469163309501338,17514000.0,106267000.0,0.1648112772544628,False,-0.0002238939638187,0.8196137756923773,0.0056376382492312,,NMS,USD,137.12,5682878464.0,99956915.0,74.0,84.6,76.7,85,80,85.8,80.5,50,2026-09-04,5.45222,0.04537576022517231,0.039682539682539764,17.0,0.0,6.20111,0.030084717607973488,0.01834332061726829,16.0,1.0,131.55999755859375,22.11217,46.458,49.29746796813192,47.254392421341926,3,-0.5514542447840467,-0.016853299355558904,198.18,195.41000366210938,-0.3361590596498448,-0.3267489120665543,0.0907,0.00887,2026-10-27,,True,False
FN,Fabrinet,Technology,Electronic Components,Cayman Islands,14154771456.0,4,"2023,2024,2025,2026",0.1746255343965625,0.0244017773519485,0.1927377763362909,0.0611679301070777,4.0,4.0,0.20610565081956,-871042000.0,623568000.0,0.0,True,-0.0163614163614164,0.1228610553521363,0.0027940105484492,,NYQ,USD,395.0,14154771456.0,389869740.0,88.4,41.5,85.2,100,80,95.6,80.5,51,2026-09-04,18.19723,0.05909669744334711,0.05866723758072845,1.0,1.0,21.78772,0.022801614871843068,0.025181931195047857,2.0,0.0,395.3500061035156,18.129478,25.029,31.17810479090207,23.1711028064441,4,-0.41851892148074776,0.08018164733355726,748.89,746.469970703125,-0.47208534483900755,-0.470373864160775,0.0434,0.00352,2026-11-02,,True,False
FAST,Fastenal Company,Industrials,Industrial Distribution,United States,56491307008.0,4,"2022,2023,2024,2025",0.3077408858753215,0.0150030097234081,0.3103062478493831,0.1337452856018143,4.0,4.0,0.0551540251612383,165100000.0,1840400000.0,0.0897087589654423,False,-0.0007817929117442,0.4545542042271547,0.0043379989053827,,NMS,USD,49.23,56491307008.0,380619087.0,100.0,68.3,49.4,85,80,90.3,80.4,52,2026-09-04,1.25945,0.0014630926916929798,0.019921447949143634,10.0,0.0,1.39418,0.001364668026546445,0.021541933498439247,8.0,0.0,47.93000030517578,35.156498,29.021,34.00967830242497,23.142929631656244,4,0.03372039239469249,0.2539898993731282,52.92,52.380001068115234,-0.09429326709796337,-0.08495610294380573,0.031,0.00088,2026-10-14,,False,False
ACN,Accenture plc,Technology,Information Technology Services,Ireland,118178250752.0,4,"2022,2023,2024,2025",0.2758065780423542,-0.0937605578390337,0.227479663963385,0.1430961328303312,4.0,4.0,0.0419365417641481,-3301808000.0,11867333000.0,0.0,True,-0.0161845657631126,0.3221148909012052,0.0027988915569982,,NYQ,USD,193.12,118178250752.0,1622186757.0,89.1,70.6,42.9,100,80,95.5,80.2,53,2026-09-04,13.86199,-0.0007475296200502024,-0.0004888681548543827,5.0,2.0,14.65516,-0.0019219008157521644,-0.01529418562929774,2.0,7.0,187.67999267578125,13.17761,9.117,28.412220675498514,18.60130100992722,4,-0.5361992239007278,-0.5098729924786227,291.09,415.4200134277344,-0.35525097847476295,-0.5482162952930777,0.042600002,0.00035999998,2026-10-01,,True,False
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,United States,86355009536.0,4,"2022,2023,2024,2025",0.2035690952473499,0.0539702739136329,0.2249720637406246,0.1913027343175233,4.0,4.0,0.0953681866932345,-2765201000.0,2533795000.0,0.0,True,-0.0768827559304679,0.533317194415407,0.020028568467399,,NMS,USD,44.08,86355009536.0,497221078.0,92.8,80.7,63.0,100,100,42.0,80.1,54,2026-09-04,1.15096,0.007043424241628626,0.011139614154689559,2.0,1.0,1.30904,0.014397966616555458,0.02617489123192107,3.0,0.0,44.41999816894531,33.749332,28.312,38.46485445914075,28.614093280213947,4,-0.12259301446596682,-0.010557499664783587,50.17,99.94000244140625,-0.1146103613923598,-0.5555333491712862,0.0274,0.28299,2026-11-05,,True,False
LUG.TO,Lundin Gold Inc.,Basic Materials,Gold,Canada,24563226624.0,4,"2022,2023,2024,2025",0.3411625540836751,0.4568673706567556,0.5807009747729137,0.5401781607287603,4.0,4.0,0.2978010551488157,-630181000.0,1258673000.0,0.0,True,0.0245268620707077,0.5532216606411046,0.0928233816358045,,TOR,CAD,101.58,17811830385.0,44528611.0,100.0,98.2,92.5,100,55,7.4,80.1,55,2026-09-04,5.84525,-0.008955471874697918,-0.09964202866851302,1.0,10.0,6.051,-0.028686728595713085,-0.11023734356366788,0.0,11.0,97.47000122070312,16.787308,15.957,,,0,,,124.15166,121.86730194091797,-0.2149118165580458,-0.2001956253371623,,0.58484,2026-11-04,"statements in USD, price in CAD, own-history multiples skipped",False,False
BMI,"Badger Meter, Inc.",Technology,Scientific & Technical Instruments,United States,3942791168.0,4,"2022,2023,2024,2025",0.1778994903546428,0.04355475767613,0.1931169629914172,0.1579927999593383,4.0,4.0,0.1746494805856291,-226016000.0,218005000.0,0.0,True,0.0065842351924663,0.3992239633341952,0.0106761434628723,,NYQ,USD,136.02,3942791168.0,61622229.0,89.2,74.3,81.3,100,55,68.2,80.1,56,2026-09-04,4.50211,-0.011450817476384767,-0.03087894677929026,0.0,7.0,4.97851,-0.021540414810214514,-0.04630264624862557,0.0,6.0,132.60000610351562,27.321428,19.676,48.70289055942703,28.396225882777358,4,-0.43901834806575746,-0.30709101691102825,204.0,254.1699981689453,-0.34999997008080574,-0.47830189613733576,0.21260001,0.00624,2026-10-21,,True,False
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Auto Parts,United States,70686990336.0,4,"2022,2023,2024,2025",0.620466852180914,-0.1749511144134714,0.5179560428829866,0.1296226040669886,4.0,4.0,0.0726059860602832,5823111000.0,3986465000.0,1.4607204628662236,False,-0.1216208450068244,0.5131851402641938,0.0015940236645966,,NMS,USD,87.38,70686990336.0,647952147.0,94.3,67.3,55.6,65,100,98.6,79.9,57,2026-09-04,3.27953,0.00718025889470697,0.008143152251432584,11.0,2.0,3.64938,0.008787618276255627,0.009278644184046225,9.0,2.0,86.97000122070312,23.93153,19.189,27.20196353873951,18.97019238163398,4,-0.12022784804052633,0.01153428568167092,108.72,107.81999969482422,-0.20005517641001536,-0.19337783837075984,0.030299999,0.00504,2026-10-28,,True,False
TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,2162811600896.0,4,"2022,2023,2024,2025",0.2382658337487356,0.0001816225656181,0.2669674971563988,0.2301916042964525,4.0,4.0,0.1893797254277289,-2063485400000.0,2742121500000.0,0.0,True,5.272050534554928e-05,0.5748311349402002,0.0233011247245206,,NYQ,USD,417.01,2162811600896.0,5498076685.0,96.5,86.6,83.2,100,55,36.3,79.9,58,2026-09-04,16.91131,0.0054424049793786455,0.08296842280525363,9.0,0.0,21.86117,0.011712279984024576,0.11973334767498733,9.0,0.0,415.5,19.075375,4.683,,,0,,,479.0,477.57000732421875,-0.13256784968684765,-0.1299704888755292,0.0062,0.00013,2026-10-15,"statements in TWD, price in USD, own-history multiples skipped",False,False
ABEV,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,46876794880.0,4,"2022,2023,2024,2025",0.1836726099519854,0.0696456339071675,0.2063692246728853,0.218837598441543,4.0,4.0,0.0344841577890437,-16933000000.0,28974500000.0,0.0,True,-0.0103920851053089,0.5066953863629248,0.0083820984827409,,NYQ,USD,3.04,46876794880.0,87227346.0,90.3,85.1,39.0,100,80,75.8,79.8,59,2026-09-04,0.20009,-0.010924369747899232,0.009128505144240462,4.0,1.0,0.21357,-0.013077634011090522,-0.03278837009193425,2.0,3.0,2.990000009536743,14.234209,1.201,,,0,,,3.45,9.244000434875488,-0.13333333056906005,-0.6765469635574486,,0.0,2026-10-29,"statements in BRL, price in USD, own-history multiples skipped",False,False
RYAAY,Ryanair Holdings plc,Industrials,Airlines,Ireland,28354738176.0,4,"2023,2024,2025,2026",0.1769249353824585,0.0479866640633214,0.1928377620545073,0.1224814595763333,4.0,4.0,0.1299223778680096,-2054300000.0,3834500000.0,0.0,True,-0.0659880659880659,0.2109940149383619,0.0141368537940542,,NMS,USD,54.7,28354738176.0,71144570.0,89.1,65.5,72.7,100,100,56.1,79.7,60,2026-09-04,3.93354,-0.015482805226009977,-0.14217860647693814,0.0,4.0,4.93014,0.005797964796030675,-0.10724846579663594,0.0,3.0,54.41999816894531,11.566927,7.54,,,0,,,74.24,73.81999969482422,-0.2669720074226116,-0.26280143058899397,0.0058999998,0.0,2026-11-02,"statements in EUR, price in USD, own-history multiples skipped",False,False
RMBS,Rambus Inc.,Technology,Semiconductors,United States,9147651072.0,4,"2022,2023,2024,2025",0.1172177096943628,0.1756071809955668,0.1696537317917804,0.4164302389427934,4.0,4.0,0.1587706545746687,-736850000.0,325318000.0,0.0,True,-0.0021649371528792,0.7843186005927771,0.0155174530649193,,NMS,USD,84.34,9147651072.0,245885511.0,71.1,96.1,79.1,100,80,52.0,79.7,61,2026-09-04,3.0325,0.0,0.03380799296362835,5.0,1.0,3.69667,0.0,0.01680896478121663,4.0,1.0,84.72000122070312,22.815126,26.365,32.03636400627368,29.422878708643864,3,-0.2878365973263347,-0.10392860395898385,174.1,170.66000366210938,-0.5133831061418546,-0.5035743618730919,0.0679,0.00759,2026-10-26,,True,True
FFIV,"F5, Inc.",Technology,Software - Infrastructure,United States,22206349312.0,4,"2022,2023,2024,2025",0.1602224772501806,0.0667201936559026,0.1888246853632197,0.2322076555930625,4.0,4.0,0.0463191317434168,-1082482000.0,883832000.0,0.0,True,-0.0394945742016793,0.8012593334474309,0.0088906465694146,,NMS,USD,392.15,22206349312.0,237865641.0,85.0,86.6,45.2,100,80,73.9,79.5,62,2026-09-04,17.33147,0.05090993319738768,0.05047552260209742,12.0,0.0,18.07676,0.021879374009311503,0.03559700722985437,10.0,2.0,391.0799865722656,21.6936,22.585,25.995254941060047,16.084406002531026,4,-0.1654784671592312,0.4041550553030089,435.0,431.260009765625,-0.10096554810973424,-0.0931689057262598,0.029000001,0.0049799997,2026-10-26,,True,False
NOW,"ServiceNow, Inc.",Technology,Software - Application,United States,150519971840.0,4,"2022,2023,2024,2025",0.0906635262447004,0.0777765378094071,0.1221398823936354,0.3124172843731414,4.0,4.0,0.2237651786474261,-3881000000.0,3022000000.0,0.0,True,0.026470588235294,0.7839702605927479,0.0059229156964919,,NYQ,USD,145.59,150519971840.0,3282651652.0,58.6,92.3,86.9,100,55,85.0,79.4,63,2026-09-04,4.06673,-0.00022371694643585904,-0.013645436928054644,9.0,29.0,5.00551,-0.0001358318401818437,-0.004213508292733481,17.0,19.0,136.72000122070312,29.085947,53.265,123.35942299729923,96.93962599980091,4,-0.7642178741332408,-0.45053429440599047,194.726,234.0780029296875,-0.29788522734147915,-0.41592119075891476,0.028299998,0.00174,2026-10-28,,True,False
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,United States,11804859392.0,4,"2022,2023,2024,2025",0.21503709337524,-0.0258666598369922,0.2176921051711256,0.1423711853536966,4.0,4.0,0.0692759552173467,-101953000.0,801225000.0,0.0,True,-0.0060011430748714,0.4182409630572363,0.0056379877932001,,NMS,USD,168.37,11804859392.0,214242406.0,84.5,70.5,54.6,100,80,85.8,79.3,64,2026-09-04,7.227,0.01772821432142302,0.02191742081447967,1.0,0.0,7.839,0.02013328492287525,0.022986195754587824,1.0,0.0,167.02999877929688,21.497702,16.905,32.538228177617825,17.74613626286288,4,-0.3393093845599222,-0.04739827590657664,193.39,211.07000732421875,-0.13630488246911998,-0.20865119162701906,0.0706,0.0061000003,2026-11-03,,True,False
EXLS,"ExlService Holdings, Inc.",Technology,Information Technology Services,United States,5658178560.0,4,"2022,2023,2024,2025",0.1812295626379784,0.0713673128457721,0.2188819898902256,0.1116859379330006,4.0,4.0,0.1392136087686639,152272000.0,416550000.0,0.3655551554435242,False,-0.0395326125681558,0.3743366308205909,0.0066986216021095,,NMS,USD,37.32,5658178560.0,95696541.0,90.0,62.1,74.8,85,80,82.4,79.3,65,2026-09-04,2.28879,0.02253902445562339,0.024062532158692918,9.0,0.0,2.59702,0.029848319619312003,0.034863101855726164,9.0,0.0,36.90999984741211,14.370317,15.468,32.361570862699146,18.845826161197884,4,-0.555945010797865,-0.17923470864612823,45.08,51.79999923706055,-0.18123336629520603,-0.287451729902639,0.0808,0.02694,2026-10-27,,True,False
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,United States,33061185536.0,4,"2022,2023,2024,2025",0.1921990193211822,0.0243424886077474,0.2120623995746932,0.1955832270988716,4.0,4.0,0.1287918773821492,-357637000.0,1921174000.0,0.0,True,0.0034479710016797,0.570979131367434,0.0135214511218185,,NYQ,USD,229.19,33061185536.0,340512625.0,91.4,81.2,72.4,100,55,58.5,79.2,66,2026-09-04,12.08573,0.011372546722421939,-0.006549717600968674,3.0,2.0,13.21748,0.014514467646783435,-0.008626295613197499,3.0,3.0,230.8699951171875,17.346912,15.468,35.87848932676519,22.122506408743355,3,-0.5165094092448512,-0.30080255310100534,284.87,297.3599853515625,-0.1895601673844649,-0.22360100050370013,0.102299996,0.0049900003,2026-10-29,,True,False
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,United States,132501962752.0,4,"2022,2023,2024,2025",0.1278208756282499,0.024058740345277,0.1436063453770197,0.1657056898012551,4.0,4.0,0.1738671679306886,-5934900000.0,3622600000.0,0.0,True,0.0019337016574585,0.6681944440064957,0.006428895017108,,NMS,USD,369.83,132501962752.0,1115368818.0,75.0,76.3,81.2,100,55,83.1,79.2,67,2026-09-04,10.79481,0.00034102081987708033,0.036911629944268,25.0,0.0,12.07083,0.0,0.023733376077835766,24.0,1.0,371.8800048828125,30.638323,30.034,72.33152590151383,53.494097262474796,4,-0.5764181300182032,-0.4385548773234773,603.88,610.4500122070312,-0.3841822797860295,-0.39081006233694504,0.0201,0.00513,2026-10-20,,True,False
DSGX,The Descartes Systems Group Inc.,Technology,Software - Application,Canada,6919534080.0,4,"2023,2024,2025,2026",0.0983161968779661,0.0083071252316788,0.1015589346425253,0.3549947526503399,4.0,4.0,0.1446990636795522,-348163000.0,305188000.0,0.0,True,0.0130478536974703,0.7631715462897345,0.0058811104600706,,NMS,USD,80.75,6919534080.0,44501567.0,62.3,94.1,76.1,100,55,85.1,79.1,68,2026-09-04,2.89104,-0.01415155462500084,0.05897349489384762,4.0,1.0,3.20721,-0.013739702142446464,-0.009157050836461456,4.0,1.0,78.48999786376953,25.177647,20.541,63.62351099810901,31.770197087478298,4,-0.604271336098564,-0.3534506586962314,109.0,122.5,-0.2799082764791786,-0.359265323561065,,0.00061,2026-09-10,,True,False
